サービス名,運営会社,施設名,都道府県,住所,最寄駅,設置場所詳細,営業時間,ブース数,料金（税込）,情報ソース,詳細URL
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ新橋駅銀座口店,東京都,東京都港区新橋2-18 第3光和ビル3F,新橋駅,●JR「新橋駅」銀座口よりすぐ ●東京メトロ銀座線「新橋駅」6番出口よりすぐ ●都営浅草線「新橋駅」6番出口よりすぐ ●都営大江戸線「汐留駅」汐留口より徒歩1分 ●ゆりかもめ「新橋駅」1A出口より徒歩3分,平日8:00～翌6:00 土日祝10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=895&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ品川プリンスホテル店,東京都,東京都港区高輪4-10-30 品川プリンスホテルアネックスタワー2F,品川駅,●JR、京急線「品川駅」高輪口より徒歩2分,全日10:00～20:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=897&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ盛岡フェザン店,岩手県,岩手県盛岡市盛岡駅前通1-44 盛岡駅ビルフェザンテラス1F,,●JR盛岡駅より徒歩１分,平日、土日祝　9:00～20:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=899&area_id=3
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェOBPツイン21店,大阪府,大阪府大阪市中央区城見2-1-61 OBPツイン21ギャラリー2F,大阪ビジネスパーク駅,●大阪メトロ長堀鶴見緑地線「大阪ビジネスパーク駅」4番出口より徒歩4分 ●JR東西線「大阪城北詰駅」1番出口より徒歩7分 ●JR「京橋駅」南口より徒歩10分 ●京阪「京橋駅」大阪城京橋プロムナード経由で徒歩10分,平日8:00〜20:00、土日祝10:00～19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=901&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ渋谷センター街店,東京都,東京都渋谷区宇田川町24-4 センター244ビル 3F,渋谷駅,●JR「渋谷駅」ハチ公口より徒歩3分 ●東京メトロ半蔵門線・副都心線、東急田園都市線・東横線「渋谷駅」A6a、A6b出口より徒歩約2分 ●東京メトロ銀座線「渋谷駅」徒歩約2分 ●京王井の頭線「渋谷駅」中央口より徒歩約3分,平日9:00〜22:00、土日祝10:00〜19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=919&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ永田町店,東京都,東京都千代田区永田町1-11-32 全国町村会館西館1F,永田町駅,●東京メトロ 有楽町線・半蔵門線・南北線「永田町駅」3番出口より 徒歩1分,「営業時間」 平日8:00～21:00 土日祝　定休日  清潔で快適な空間にて 皆様のご利用お待ちしております。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=921&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ五反田店,東京都,東京都品川区西五反田1丁目-24-4 タキゲンビル２F,五反田駅,●ＪＲ山手線「五反田駅」西口より徒歩４分 ●東急池上線「大崎広小路駅」より徒歩３分 ●東急池上線「五反田駅」直結出口レミィ五反田１F より徒歩５分 ●都営浅草線「五反田駅」Ａ１出口より徒歩３分,24時間営業（年中無休）,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=924&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェコンセプトビル東神田店,東京都,東京都千代田区東神田１丁目１５−９ セントピア東神田ビル,馬喰町駅,●JR線「馬喰町駅」C5番出口から徒歩1分 ●JR線「浅草橋駅」西口から徒歩6分 ●都営新宿線「馬喰横山駅」A1出口から徒歩6分,平日・土日祝 9:00～20:00  【お客様各位】 防災設備点検の為、下記日時で休業致します。 6月30日（火）終日 お客様にはご迷惑をおかけいたしますが、何卒ご理解賜りますようお願い申し上げます,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=936&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ吉祥寺店,東京都,東京都武蔵野市吉祥寺南町1-10-1 東ビル2F,吉祥寺駅,●JR、京王井の頭線「吉祥寺駅」南口（公園口）より徒歩２分,平日 8:00～20:00 土 　10:00～19:00 日祝休み,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=939&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ堺筋長堀橋店,大阪府,大阪府大阪市中央区南船場1-16-13 堺筋ベストビル1F,長堀橋駅,大阪メトロ長堀鶴見緑地線、堺筋線「長堀橋駅」１番出口より徒歩４分,24時間営業（年中無休） ※22:00～翌6:00まではBizSPOTアプリにて本人確認がお済みのお客様のみご利用いただけます。  アクセアカフェ堺筋長堀橋店は、設備点検、及びメンテンスのため下記の日程において一時休業いたします。  期間：2026年6月15日（月） 8：00～10：00の間 ※予定  なお、営業再開は当日の10時を予定しております。 営業時間変更に伴い、ご利用のお客様にはご不便をおかけすることとなりますが、 何卒ご理解ご了承いただきますようお願い申し上げます。,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=942&area_id=27
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ御成門店,東京都,東京都港区西新橋3-23-6 白川ビル1F,御成門駅,●都営三田線「御成門駅」A5出口から徒歩2分 ●東京メトロ日比谷線「神谷町駅」3番出口から徒歩10分 ●都営浅草線 / 都営大江戸線「大門駅」A6出口から徒歩11分,平日9:00〜20:00 土日祝　定休日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=954&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ川口駅前店,埼玉県,埼玉県川口市本町4-1-4 イーストビル1F,,JR京浜東北線　東口より徒歩2分,平日：9::00～20:00 土日祝:休業日,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=984&area_id=11
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ東銀座歌舞伎座前店,東京都,東京都中央区銀座5-14-6 橋ビルⅡ1F,東銀座駅,●東京メトロ日比谷線、都営浅草線『東銀座駅』4番，6番出口より徒歩1分 ●東京メトロ銀座線・丸ノ内線・日比谷線『銀座駅』A5出口より徒歩7分,平日9:00～20:00 土日祝休み,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=988&area_id=13
アクセアカフェ（BizSPOT）,株式会社アクセア,アクセアカフェ立川フロム中武店,東京都,東京都立川市曙町2-11-2 フロム中武ビル6F,立川駅,●JR線「立川駅」北口から徒歩2分 ●多摩都市モノレール「立川北駅」JR立川駅方面から徒歩4分,平日10:00〜19:00,個室ブースあり,15分50円〜,https://app.bizspot.ai/spot/coworking,https://app.bizspot.ai/spot/coworking/detail?id=993&area_id=13
